,location,total_sqft,bath,price,bhk
7058,Vidyaranyapura,1200.0,2.0,52.0,2
7059,Vidyaranyapura,1050.0,2.0,50.0,2
7060,Vidyaranyapura,1188.0,2.0,50.0,2
7061,Vidyaranyapura,1100.0,2.0,75.0,3
7062,Vidyaranyapura,1100.0,2.0,72.0,3
7063,Vidyaranyapura,2400.0,5.0,135.0,4
7064,Vidyaranyapura,1100.0,2.0,41.0,2
7065,Vidyaranyapura,1200.0,2.0,60.5,2
7066,Vidyaranyapura,1200.0,2.0,42.0,2
7067,Vijayanagar,1704.0,3.0,110.0,3
7068,Vijayanagar,1933.0,3.0,129.0,3
7070,Vijayanagar,1450.0,3.0,100.0,3
7071,Vijayanagar,1580.0,2.0,134.0,3
7072,Vijayanagar,1826.0,3.0,121.0,3
7073,Vijayanagar,1739.0,3.0,116.0,3
7074,Vijayanagar,1490.0,3.0,100.0,3
7075,Vijayanagar,1180.0,2.0,65.0,2
7076,Vijayanagar,606.0,1.0,34.78,1
7077,Vijayanagar,1352.0,2.0,68.0,2
7078,Vijayanagar,1527.0,3.0,115.0,3
7079,Vijayanagar,989.0,2.0,60.0,2
7080,Vijayanagar,1520.0,2.0,103.0,3
7081,Vijayanagar,1749.0,3.0,117.0,3
7082,Vijayanagar,1046.0,2.0,75.0,2
7083,Vijayanagar,606.0,1.0,40.0,1
7084,Vijayanagar,1200.0,2.0,62.0,2
7087,Vijayanagar,1760.0,3.0,140.0,3
7088,Vijayanagar,2047.0,3.0,136.0,3
7089,Vijayanagar,1200.0,2.0,75.0,3
7090,Vijayanagar,1178.0,2.0,82.0,2
7091,Vijayanagar,864.0,2.0,45.0,2
7093,Vijayanagar,920.0,2.0,60.0,2
7094,Vijayanagar,1019.0,2.0,58.0,2
7095,Vijayanagar,2400.0,6.0,125.0,5
7096,Vijayanagar,1180.0,2.0,86.0,2
7097,Vijayanagar,1046.0,2.0,49.06,2
7098,Vijayanagar,492.0,1.0,40.0,1
7100,Vishveshwarya Layout,750.0,1.0,30.0,1
7101,Vishveshwarya Layout,2000.0,4.0,75.0,4
7102,Vishveshwarya Layout,2100.0,6.0,92.0,6
7103,Vishveshwarya Layout,2000.0,3.0,90.0,4
7104,Vishwapriya Layout,820.0,2.0,30.0,2
7105,Vishwapriya Layout,770.0,2.0,30.0,2
7106,Vishwapriya Layout,910.0,2.0,36.0,2
7107,Vishwapriya Layout,890.0,2.0,37.0,2
7108,Vittasandra,1404.0,2.0,71.0,2
7109,Vittasandra,1246.0,2.0,67.0,2
7110,Vittasandra,1404.0,2.0,69.3,2
7111,Vittasandra,1246.0,2.0,67.3,2
7112,Vittasandra,1246.0,2.0,64.5,2
7113,Vittasandra,1246.0,2.0,64.5,2
7114,Vittasandra,1246.0,2.0,68.0,2
7116,Vittasandra,1238.0,2.0,67.0,2
7117,Vittasandra,1404.0,2.0,75.0,2
7118,Vittasandra,1246.0,2.0,65.0,2
7119,Vittasandra,1238.0,2.0,67.0,2
7120,Vittasandra,1246.0,2.0,67.4,2
7121,Vittasandra,1259.0,2.0,67.4,2
7122,Vittasandra,1404.0,2.0,68.8,2
7123,Vittasandra,1246.0,2.0,62.3,2
7124,Vittasandra,1246.0,2.0,63.0,2
7125,Vittasandra,1246.0,2.0,67.4,2
7126,Vittasandra,1246.0,2.0,65.4,2
7128,Vittasandra,1238.0,2.0,67.32,2
7129,Vittasandra,1246.0,2.0,67.4,2
7131,Vittasandra,1246.0,2.0,67.3,2
7132,Vittasandra,1404.0,2.0,70.0,2
7133,Vittasandra,1259.0,2.0,67.48,2
7134,Vittasandra,1404.0,2.0,75.0,2
7136,Vittasandra,1246.0,2.0,67.0,2
7139,Vittasandra,1404.0,2.0,72.0,2
7140,Vittasandra,1246.0,2.0,67.5,2
7141,Vittasandra,1246.0,2.0,67.5,2
7142,Vittasandra,1404.0,2.0,70.0,2
7143,Vittasandra,1246.0,2.0,65.0,2
7144,Vittasandra,1246.0,2.0,67.4,2
7148,Whitefield,1610.0,3.0,81.0,3
7149,Whitefield,1459.0,2.0,94.82,2
7154,Whitefield,1280.0,2.0,75.0,2
7156,Whitefield,1910.0,3.0,161.0,3
7157,Whitefield,3252.0,4.0,230.0,4
7160,Whitefield,1150.0,2.0,70.0,2
7161,Whitefield,1768.0,3.0,101.0,3
7163,Whitefield,4144.0,4.0,315.0,4
7164,Whitefield,4104.0,4.0,360.0,4
7165,Whitefield,1790.0,3.0,100.0,3
7166,Whitefield,1720.0,3.0,100.0,3
7168,Whitefield,1640.0,4.0,91.0,3
7171,Whitefield,2280.0,4.0,126.0,3
7175,Whitefield,1897.0,3.0,130.0,3
7176,Whitefield,2225.0,2.0,125.0,3
7179,Whitefield,2268.0,3.0,163.0,4
7182,Whitefield,2400.0,4.0,200.0,4
7184,Whitefield,1360.0,2.0,95.0,2
7186,Whitefield,1697.0,3.0,94.79,3
7187,Whitefield,5000.0,4.0,400.0,4
7188,Whitefield,3000.0,5.0,250.0,4
7189,Whitefield,1700.0,3.0,115.0,3
7192,Whitefield,2842.0,3.0,162.0,3
7196,Whitefield,1500.0,3.0,130.0,3
7197,Whitefield,1280.0,2.0,75.0,2
7199,Whitefield,1405.0,2.0,78.0,3
7200,Whitefield,2225.0,3.0,115.0,3
7201,Whitefield,1272.0,2.0,95.05,2
7204,Whitefield,1192.0,2.0,71.0,2
7208,Whitefield,1626.0,3.0,89.0,3
7209,Whitefield,1585.0,3.0,88.0,3
7211,Whitefield,1280.0,2.0,85.0,2
7212,Whitefield,1200.0,3.0,68.5,3
7213,Whitefield,4000.0,4.0,330.0,4
7214,Whitefield,1697.0,3.0,108.0,3
7216,Whitefield,3606.0,4.0,312.0,4
7217,Whitefield,1485.0,2.0,90.0,2
7218,Whitefield,950.0,1.0,50.0,1
7219,Whitefield,3584.0,4.0,199.0,4
7220,Whitefield,825.0,1.0,45.0,1
7223,Whitefield,1635.0,2.0,85.0,3
7224,Whitefield,1216.0,2.0,79.0,2
7230,Whitefield,920.0,2.0,63.0,2
7232,Whitefield,1170.0,2.0,71.0,2
7233,Whitefield,1118.0,2.0,75.0,2
7234,Whitefield,1800.0,3.0,110.0,3
7235,Whitefield,1562.0,3.0,103.0,3
7238,Whitefield,2321.0,4.0,128.0,3
7239,Whitefield,1320.0,2.0,95.0,2
7242,Whitefield,3010.0,3.0,200.0,3
7243,Whitefield,1346.0,2.0,96.17,2
7248,Whitefield,2500.0,4.0,155.0,4
7249,Whitefield,905.0,1.0,55.0,1
7251,Whitefield,2268.0,3.0,146.0,4
7254,Whitefield,630.5,1.0,32.79,1
7255,Whitefield,3537.0,5.0,210.0,4
7257,Whitefield,1697.0,3.0,115.0,3
7261,Whitefield,3250.0,5.0,290.0,5
7265,Whitefield,1269.0,2.0,75.0,2
7266,Whitefield,3227.0,5.0,250.0,5
7267,Whitefield,1545.0,3.0,79.0,3
7270,Whitefield,3262.0,4.0,260.0,4
7272,Whitefield,1132.0,2.0,79.28,2
7275,Whitefield,2830.0,5.0,160.0,4
7277,Whitefield,1195.0,2.0,70.0,2
7278,Whitefield,3480.0,4.0,284.0,3
7281,Whitefield,709.0,1.0,34.385,1
7283,Whitefield,1320.0,2.0,79.5,2
7284,Whitefield,750.0,2.0,52.7,2
7285,Whitefield,1200.0,3.0,61.96,3
7291,Whitefield,3445.0,5.0,270.0,4
7292,Whitefield,1700.0,3.0,140.0,3
7293,Whitefield,4827.0,4.0,400.0,4
7294,Whitefield,1405.0,2.0,84.5,2
7296,Whitefield,3252.0,4.0,280.0,4
7298,Whitefield,1150.0,2.0,90.0,2
7299,Whitefield,2400.0,4.0,147.0,4
7301,Whitefield,624.0,1.0,35.0,1
7304,Whitefield,1700.0,3.0,95.0,3
7305,Whitefield,4960.0,4.0,400.0,4
7306,Whitefield,2928.0,4.0,198.0,4
7309,Whitefield,1216.0,2.0,84.0,2
7310,Whitefield,2882.0,5.0,204.0,4
7311,Whitefield,1840.0,3.0,140.0,3
7312,Whitefield,1778.0,3.0,122.0,3
7314,Whitefield,650.0,1.0,25.0,1
7315,Whitefield,2155.0,3.0,125.0,4
7316,Whitefield,905.0,1.0,52.0,1
7321,Whitefield,1216.0,2.0,75.0,2
7323,Whitefield,1255.0,2.0,77.0,2
7324,Whitefield,1216.0,2.0,73.0,2
7325,Whitefield,709.0,1.0,34.735,1
7329,Whitefield,1745.0,3.0,100.0,3
7330,Whitefield,3200.0,4.0,224.0,4
7332,Whitefield,825.0,1.0,44.9,1
7336,Whitefield,1870.0,3.0,138.0,3
7339,Whitefield,1862.0,3.0,125.0,3
7340,Whitefield,1655.0,3.0,113.0,3
7341,Whitefield,530.0,1.0,29.44,1
7343,Whitefield,905.0,1.0,50.0,1
7344,Whitefield,1600.0,3.0,82.0,3
7345,Whitefield,1230.0,4.0,80.0,4
7347,Whitefield,630.5,1.0,32.15,1
7348,Whitefield,905.0,1.0,52.0,1
7352,Whitefield,1216.0,2.0,83.0,2
7358,Whitefield,1216.0,2.0,75.0,2
7366,Whitefield,2856.0,5.0,158.5,4
7369,Whitefield,750.0,1.0,51.0,1
7372,Whitefield,1173.0,2.0,77.0,2
7373,Whitefield,1200.0,3.0,68.4,3
7377,Whitefield,3425.0,5.0,250.0,4
7382,Whitefield,2173.0,3.0,128.0,3
7384,Whitefield,905.0,1.0,62.0,1
7385,Whitefield,1870.0,3.0,138.0,3
7386,Whitefield,1320.0,2.0,99.26,2
7387,Whitefield,2901.0,4.0,190.0,3
7388,Whitefield,1485.0,2.0,96.51,2
7389,Whitefield,1755.0,3.0,101.0,3
7391,Whitefield,2225.0,3.0,149.0,3
7392,Whitefield,1250.0,2.0,82.0,2
7393,Whitefield,605.0,1.0,40.0,1
7396,Whitefield,2210.0,3.0,156.0,3
7397,Whitefield,1173.0,2.0,78.2,2
7398,Whitefield,1740.0,4.0,130.0,3
7399,Whitefield,1216.0,2.0,75.0,2
7401,Whitefield,1655.0,3.0,120.0,3
7404,Whitefield,1180.0,2.0,70.0,2
7406,Whitefield,2023.0,4.0,130.0,3
7407,Whitefield,2134.0,4.0,118.0,3
7410,Whitefield,905.0,1.0,60.0,1
7416,Whitefield,1452.0,3.0,90.0,3
7417,Whitefield,2850.0,5.0,240.0,4
7420,Whitefield,2830.0,5.0,190.0,4
7421,Whitefield,1295.0,2.0,78.5,2
7422,Whitefield,840.0,1.0,57.6,1
7423,Whitefield,640.0,1.0,19.83,1
7424,Whitefield,1991.0,3.0,104.0,3
7428,Whitefield,1655.0,3.0,97.0,3
7429,Whitefield,1850.0,3.0,150.0,3
7430,Whitefield,1200.0,3.0,67.77,3
7431,Whitefield,1290.0,2.0,90.0,2
7434,Whitefield,1216.0,2.0,75.0,2
7435,Whitefield,1356.0,2.0,94.84,2
7436,Whitefield,1338.0,2.0,103.0,2
7439,Whitefield,3450.0,4.0,208.0,3
7443,Whitefield,1267.0,2.0,90.33,2
7444,Whitefield,2400.0,4.0,143.0,4
7445,Whitefield,1836.0,3.0,125.0,3
7447,Whitefield,3596.0,3.0,200.0,3
7448,Whitefield,1275.0,2.0,65.0,3
7451,Whitefield,1216.0,2.0,82.0,2
7452,Whitefield,1495.0,3.0,88.0,2
7453,Whitefield,1564.0,3.0,103.0,3
7454,Whitefield,1585.0,3.0,84.0,3
7457,Whitefield,1558.0,3.0,90.0,3
7458,Whitefield,1216.0,2.0,75.0,2
7460,Whitefield,1704.0,3.0,120.0,3
7464,Whitefield,1300.0,2.0,78.0,2
7465,Whitefield,1570.0,3.0,88.0,3
7466,Whitefield,1216.0,2.0,84.03,2
7468,Whitefield,1216.0,2.0,72.5,2
7470,Whitefield,2025.0,4.0,115.0,3
7471,Whitefield,1346.0,2.0,100.0,3
7475,Whitefield,2990.0,3.0,198.0,4
7478,Whitefield,1720.0,3.0,98.97,3
7479,Whitefield,1600.0,3.0,95.0,3
7480,Whitefield,1655.0,3.0,108.0,3
7481,Whitefield,1740.0,3.0,95.0,3
7483,Whitefield,1350.0,2.0,88.0,2
7485,Whitefield,1216.0,2.0,80.0,2
7486,Whitefield,2900.0,4.0,225.0,4
7487,Whitefield,1340.0,2.0,101.0,2
7489,Whitefield,1500.0,3.0,78.57,3
7490,Whitefield,1626.0,3.0,85.0,3
7492,Whitefield,1100.0,2.0,65.0,2
7494,Whitefield,1270.0,2.0,65.0,3
7495,Whitefield,3117.0,3.0,261.0,3
7496,Whitefield,1216.0,2.0,73.0,2
7498,Whitefield,3150.0,3.0,290.0,3
7500,Whitefield,2956.0,5.0,234.0,4
7504,Whitefield,2247.0,3.0,145.0,3
7505,Whitefield,3940.0,5.0,265.0,4
7509,Whitefield,1180.0,2.0,77.0,2
7510,Whitefield,2140.0,3.0,139.0,3
7511,Whitefield,1314.0,2.0,84.0,2
7518,Whitefield,1431.0,3.0,85.0,3
7519,Whitefield,524.0,1.0,29.0,1
7520,Whitefield,2830.0,4.0,161.0,4
7521,Whitefield,2135.0,3.0,149.0,4
7523,Whitefield,3075.0,2.0,188.0,4
7524,Whitefield,1760.0,3.0,160.0,3
7525,Whitefield,1655.0,3.0,110.0,3
7526,Whitefield,840.0,1.0,57.0,1
7527,Whitefield,1725.0,3.0,106.0,3
7530,Whitefield,516.0,1.0,39.0,1
7532,Whitefield,6000.0,4.0,410.0,4
7533,Whitefield,1639.0,3.0,107.0,3
7534,Whitefield,1820.0,3.0,113.0,3
7536,Whitefield,3565.0,4.0,218.0,4
7537,Whitefield,3410.0,5.0,253.0,4
7540,Whitefield,4500.0,4.0,330.0,4
7541,Whitefield,1250.0,2.0,85.0,2
7543,Whitefield,1277.0,2.0,77.0,2
7544,Whitefield,1820.0,3.0,140.0,3
7545,Whitefield,3453.0,4.0,247.0,4
7551,Whitefield,2280.0,4.0,125.0,3
7552,Whitefield,2882.0,5.0,200.0,4
7554,Whitefield,1639.5,3.0,92.63,3
7557,Whitefield,1190.0,2.0,70.0,2
7559,Whitefield,1270.0,2.0,94.0,2
7560,Whitefield,1220.0,2.0,89.0,2
7563,Whitefield,3758.0,3.0,300.0,3
7568,Whitefield,1216.0,2.0,72.0,2
7570,Whitefield,5400.0,5.0,475.0,4
7571,Whitefield,1396.0,3.0,74.0,3
7580,Whitefield,1615.0,3.0,96.9,3
7586,Whitefield,1200.0,2.0,70.0,2
7589,Whitefield,1216.0,2.0,75.0,2
7591,Whitefield,2321.0,4.0,157.0,3
7592,Whitefield,1224.0,2.0,75.0,2
7593,Whitefield,1655.0,3.0,113.0,3
7595,Whitefield,4144.0,5.0,331.0,5
7598,Whitefield,1200.0,3.0,67.75,3
7599,Whitefield,2444.0,4.0,145.0,4
7600,Whitefield,1270.0,2.0,110.0,2
7601,Whitefield,1660.0,3.0,110.0,3
7602,Whitefield,1270.0,2.0,105.0,2
7604,Whitefield,1173.0,2.0,78.2,2
7605,Whitefield,1362.0,2.0,85.0,2
7607,Whitefield,1457.0,2.0,105.0,3
7608,Whitefield,1720.0,3.0,128.0,3
7612,Whitefield,1564.0,3.0,103.0,3
7616,Whitefield,1639.0,3.0,107.0,3
7617,Whitefield,1760.0,3.0,139.0,3
7618,Whitefield,613.0,1.0,48.0,1
7619,Whitefield,1730.0,3.0,125.0,3
7621,Whitefield,877.0,1.0,59.0,1
7625,Yelachenahalli,1464.0,2.0,105.0,3
7626,Yelachenahalli,2400.0,1.0,150.0,2
7627,Yelachenahalli,1700.0,3.0,130.0,3
7628,Yelachenahalli,1080.0,2.0,55.0,2
7629,Yelachenahalli,1400.0,2.0,78.0,2
7630,Yelachenahalli,1330.0,3.0,73.5,3
7631,Yelachenahalli,800.0,1.0,30.0,2
7632,Yelachenahalli,1100.0,2.0,60.0,2
7633,Yelachenahalli,1365.0,2.0,72.0,3
7634,Yelachenahalli,1103.0,2.0,55.0,2
7635,Yelachenahalli,1000.0,2.0,50.0,2
7637,Yelahanka,1326.0,2.0,78.0,2
7644,Yelahanka,1705.0,3.0,95.0,3
7645,Yelahanka,1234.0,2.0,80.0,2
7646,Yelahanka,1315.0,2.0,85.0,2
7647,Yelahanka,1170.0,2.0,62.5,2
7649,Yelahanka,697.0,1.0,45.0,1
7651,Yelahanka,2195.0,4.0,127.0,3
7653,Yelahanka,1614.0,3.0,95.0,3
7655,Yelahanka,628.0,1.0,24.0,1
7658,Yelahanka,654.0,1.0,38.4,1
7665,Yelahanka,1825.0,3.0,105.0,3
7666,Yelahanka,1603.0,3.0,96.0,3
7667,Yelahanka,1304.0,2.0,79.0,2
7672,Yelahanka,1517.0,3.0,76.3,3
7676,Yelahanka,1327.0,2.0,85.0,2
7679,Yelahanka,1566.0,3.0,97.0,3
7681,Yelahanka,1270.0,2.0,78.0,2
7682,Yelahanka,1400.0,2.0,80.54,3
7684,Yelahanka,1322.0,2.0,86.0,2
7685,Yelahanka,1100.0,2.0,70.0,2
7686,Yelahanka,1200.0,2.0,70.0,2
7688,Yelahanka,4000.0,5.0,220.0,5
7689,Yelahanka,2675.0,4.0,140.0,4
7691,Yelahanka,654.0,1.0,37.0,1
7692,Yelahanka,1465.0,3.0,80.01,3
7696,Yelahanka,1692.0,3.0,83.0,3
7701,Yelahanka,2145.0,3.0,125.0,3
7703,Yelahanka,1322.0,2.0,75.0,2
7706,Yelahanka,602.0,1.0,26.0,1
7707,Yelahanka,1100.0,2.0,60.0,2
7708,Yelahanka,1614.0,2.0,100.0,3
7709,Yelahanka,1890.0,3.0,108.0,3
7710,Yelahanka,1556.0,3.0,86.0,3
7711,Yelahanka,1610.0,4.0,85.0,3
7717,Yelahanka,1859.0,3.0,108.0,3
7719,Yelahanka,1322.0,2.0,80.0,2
7722,Yelahanka,2600.0,4.0,175.0,4
7723,Yelahanka,1305.0,2.0,78.0,2
7725,Yelahanka,1711.0,3.0,85.61,3
7726,Yelahanka,1315.0,2.0,75.0,2
7727,Yelahanka,3600.0,6.0,200.0,6
7729,Yelahanka,1614.0,3.0,95.0,3
7730,Yelahanka,1650.0,3.0,105.0,3
7735,Yelahanka,3990.0,4.0,260.0,4
7736,Yelahanka,1620.0,3.0,90.0,3
7737,Yelahanka,654.0,1.0,36.25,1
7738,Yelahanka,1614.0,3.0,93.0,3
7739,Yelahanka,694.0,1.0,30.84,1
7740,Yelahanka,1115.0,2.0,60.0,2
7741,Yelahanka,2317.0,4.0,140.0,3
7742,Yelahanka,1653.0,3.0,93.0,3
7743,Yelahanka,654.0,1.0,38.0,1
7745,Yelahanka,1445.0,2.0,82.0,2
7747,Yelahanka,602.0,1.0,38.0,1
7748,Yelahanka,697.0,1.0,35.0,1
7750,Yelahanka,682.0,1.0,36.23,1
7752,Yelahanka,1560.0,2.0,98.0,3
7753,Yelahanka,1780.0,3.0,107.0,3
7754,Yelahanka,1342.0,2.0,75.0,3
7755,Yelahanka,1823.0,3.0,103.0,3
7756,Yelahanka,1792.0,3.0,104.0,3
7757,Yelahanka,1304.0,2.0,69.97,2
7760,Yelahanka,1300.0,2.0,69.23,2
7761,Yelahanka,1705.0,3.0,91.0,3
7763,Yelahanka,1835.0,3.0,108.0,3
7764,Yelahanka,1847.0,3.0,92.0,3
7766,Yelahanka,1890.0,3.0,109.0,3
7767,Yelahanka,700.0,1.0,38.0,1
7768,Yelahanka,1491.0,3.0,85.0,3
7769,Yelahanka,2088.0,5.0,110.0,4
7774,Yelahanka,1600.0,3.0,100.0,3
7778,Yelahanka,1705.0,3.0,85.0,3
7779,Yelahanka,1350.0,2.0,85.0,3
7780,Yelahanka,1633.0,3.0,110.0,3
7781,Yelahanka,827.5,1.0,42.535,1
7783,Yelahanka,1355.0,2.0,75.0,3
7786,Yelahanka,1104.0,2.0,58.0,2
7788,Yelahanka,1175.0,2.0,67.77,2
7789,Yelahanka,1322.0,2.0,77.9,2
7790,Yelahanka,602.0,1.0,33.0,1
7791,Yelahanka,1315.0,2.0,77.0,2
7794,Yelahanka,567.0,1.0,25.0,1
7796,Yelahanka,602.0,2.0,30.0,1
7798,Yelahanka,1234.0,2.0,80.0,2
7801,Yelahanka,1267.0,3.0,78.0,2
7802,Yelahanka,1360.0,2.0,78.19,2
7804,Yelahanka New Town,650.0,1.0,33.0,1
7805,Yelahanka New Town,500.0,1.0,20.0,1
7806,Yelahanka New Town,440.0,1.0,16.5,1
7807,Yelahanka New Town,1610.0,3.0,92.0,3
7808,Yelahanka New Town,1700.0,3.0,90.0,3
7809,Yelahanka New Town,650.0,1.0,20.0,1
7810,Yelahanka New Town,350.0,1.0,13.5,1
7812,Yelahanka New Town,1385.0,2.0,65.0,2
7813,Yelahanka New Town,500.0,2.0,24.0,1
7814,Yelahanka New Town,650.0,1.0,17.0,1
7815,Yelahanka New Town,450.0,1.0,16.0,1
7817,Yelahanka New Town,960.0,2.0,50.0,2
7819,Yelahanka New Town,1209.0,2.0,65.0,3
7820,Yelahanka New Town,1400.0,2.0,80.0,3
7821,Yelahanka New Town,450.0,1.0,15.0,1
7822,Yelahanka New Town,500.0,1.0,18.0,1
7823,Yelahanka New Town,1420.0,2.0,75.0,3
7825,Yelahanka New Town,2200.0,2.0,180.0,2
7826,Yelahanka New Town,488.0,1.0,20.0,1
7827,Yelahanka New Town,1100.0,2.0,58.0,2
7830,Yelahanka New Town,1000.0,2.0,44.0,2
7831,Yelahanka New Town,650.0,1.0,18.0,1
7833,Yelahanka New Town,1740.0,3.0,150.0,3
7834,Yelahanka New Town,1290.0,2.0,70.0,2
7836,Yelenahalli,1240.0,2.0,47.12,2
7837,Yelenahalli,1200.0,2.0,46.17,2
7839,Yelenahalli,1260.0,2.0,47.88,2
7841,Yelenahalli,1175.0,2.0,50.0,2
7842,Yelenahalli,1650.0,3.0,68.0,3
7843,Yelenahalli,1200.0,2.0,45.6,2
7844,Yelenahalli,1200.0,2.0,46.17,2
7845,Yelenahalli,1160.0,2.0,44.08,2
7847,Yeshwanthpur,1693.0,3.0,108.0,3
7848,Yeshwanthpur,667.0,1.0,36.85,1
7849,Yeshwanthpur,1950.0,4.0,130.0,4
7851,Yeshwanthpur,665.0,1.0,36.85,1
7855,Yeshwanthpur,671.0,1.0,36.85,1
7856,Yeshwanthpur,1277.5,2.0,95.815,2
7857,Yeshwanthpur,668.0,1.0,36.85,1
7858,Yeshwanthpur,1185.0,2.0,75.84,2
7859,Yeshwanthpur,1195.0,2.0,100.0,2
7860,Yeshwanthpur,1313.0,3.0,96.0,3
7861,Yeshwanthpur,1400.0,2.0,100.0,2
7864,Yeshwanthpur,673.0,1.0,36.85,1
7865,Yeshwanthpur,717.0,2.0,49.475,2
7868,Yeshwanthpur,605.0,1.0,41.745,1
7870,Yeshwanthpur,669.0,1.0,36.85,1
7872,Yeshwanthpur,3027.0,4.0,260.0,3
7875,Yeshwanthpur,670.0,1.0,36.85,1
7878,Yeshwanthpur,1240.0,2.0,80.0,2
7879,Yeshwanthpur,1713.0,3.0,110.0,3
7880,Yeshwanthpur,1144.0,2.0,67.0,2
7881,Yeshwanthpur,1541.0,2.0,130.0,2
7883,Yeshwanthpur,1362.0,2.0,100.0,2
7884,Yeshwanthpur,666.0,1.0,36.8,1
7885,Yeshwanthpur,1855.0,3.0,140.0,3
7887,Yeshwanthpur,1165.0,2.0,85.0,2
7890,Yeshwanthpur,1825.0,3.0,145.0,3
7892,Yeshwanthpur,994.0,2.0,54.67,1
7893,Yeshwanthpur,650.0,1.0,40.0,1
7894,Yeshwanthpur,1855.0,3.0,140.0,3
7895,Yeshwanthpur,1500.0,3.0,100.0,3
7900,Yeshwanthpur,674.0,1.0,36.85,1
7902,Yeshwanthpur,672.0,1.0,36.85,1
7905,Yeshwanthpur,1195.0,2.0,100.0,2
7906,Yeshwanthpur,1692.0,3.0,108.0,3
7908,Yeshwanthpur,2500.0,5.0,185.0,6
7913,Yeshwanthpur,1855.0,3.0,135.0,3
7914,Yeshwanthpur,1876.0,3.0,160.0,3
7916,other,2770.0,4.0,290.0,3
7919,other,600.0,1.0,38.0,1
7922,other,1500.0,2.0,185.0,2
7924,other,4395.0,3.0,240.0,3
7925,other,845.0,2.0,55.0,2
7926,other,2511.0,3.0,205.0,3
7927,other,1660.0,2.0,105.0,3
7930,other,1200.0,3.0,90.0,3
7934,other,782.0,2.0,55.68,2
7935,other,1800.0,3.0,120.0,3
7936,other,1413.0,2.0,75.0,3
7937,other,945.0,2.0,54.0,2
7938,other,1870.0,3.0,110.0,3
7939,other,1260.0,2.0,85.05,3
7941,other,2795.0,4.0,235.0,3
7943,other,1904.0,3.0,150.0,3
7944,other,2000.0,3.0,175.0,3
7947,other,1500.0,3.0,100.0,3
7949,other,1783.0,3.0,115.0,3
7950,other,912.0,2.0,70.0,3
7953,other,1580.0,3.0,100.0,3
7954,other,1415.0,3.0,78.0,3
7956,other,2405.0,4.0,260.0,3
7957,other,1500.0,2.0,115.0,2
7962,other,1060.0,2.0,60.0,2
7963,other,2600.0,8.0,180.0,8
7965,other,1285.0,2.0,72.5,2
7966,other,4050.0,3.0,280.0,3
7970,other,3045.0,3.0,170.0,3
7973,other,900.0,2.0,110.0,2
7978,other,1560.0,3.0,115.0,3
7981,other,1200.0,4.0,165.0,4
7983,other,1645.0,3.0,95.0,3
7984,other,1200.0,2.0,79.0,2
7986,other,1350.0,2.0,140.0,3
7987,other,1800.0,3.0,150.0,3
7989,other,1762.0,3.0,125.0,3
7991,other,1200.0,3.0,90.0,3
7992,other,2023.71,3.0,275.0,3
7998,other,2150.0,4.0,240.0,3
8001,other,3309.0,4.0,325.0,4
8002,other,5000.0,9.0,360.0,11
8004,other,1150.0,2.0,126.0,2
8007,other,1200.0,2.0,74.0,2
8010,other,1753.0,3.0,120.0,3
8012,other,720.0,2.0,45.0,2
8015,other,1200.0,3.0,165.0,4
8016,other,700.0,1.0,41.0,1
8018,other,1595.0,3.0,115.0,3
8019,other,1353.0,2.0,110.0,2
8020,other,1200.0,2.0,85.0,1
8023,other,1325.0,2.0,90.0,3
8026,other,1056.0,2.0,80.0,2
8029,other,1544.0,3.0,120.0,3
8031,other,540.0,1.0,36.0,1
8032,other,1578.0,3.0,180.0,3
8034,other,1600.0,2.0,115.0,2
8035,other,416.0,1.0,18.5,1
8038,other,834.0,1.0,60.0,1
8039,other,1125.0,4.0,70.0,3
8040,other,3000.0,5.0,260.0,4
8041,other,2160.0,5.0,250.0,6
8043,other,469.0,1.0,25.0,1
8048,other,1630.0,2.0,200.0,2
8050,other,1200.0,2.0,70.0,3
8051,other,1350.0,3.0,77.0,3
8052,other,4046.0,4.0,445.0,4
8053,other,1180.0,2.0,78.34,3
8054,other,1355.0,2.0,115.0,2
8055,other,600.0,1.0,50.0,1
8056,other,1875.0,3.0,165.0,3
8057,other,600.0,2.0,55.0,2
8060,other,1750.0,3.0,120.0,3
8063,other,1092.0,2.0,98.5,3
8066,other,1855.0,3.0,225.0,3
8070,other,425.0,1.0,20.03,1
8072,other,600.0,1.0,60.0,1
8073,other,1468.0,2.0,140.0,2
8074,other,4300.0,5.0,550.0,4
8076,other,775.0,2.0,55.0,2
8079,other,1352.0,3.0,135.0,3
8081,other,1200.0,3.0,95.0,4
8082,other,1976.0,3.0,184.0,3
8083,other,5500.0,4.0,600.0,4
8084,other,1200.0,3.0,95.0,3
8087,other,1180.0,2.0,69.0,2
8088,other,686.0,1.0,17.0,1
8090,other,1500.0,4.0,180.0,4
8092,other,1282.0,2.0,87.0,2
8094,other,1500.0,2.0,95.0,3
8095,other,1300.0,1.0,115.0,2
8096,other,530.0,1.0,20.0,1
8097,other,1350.0,2.0,80.0,2
8099,other,2400.0,6.0,125.0,8
8104,other,950.0,1.0,40.0,1
8111,other,1480.0,3.0,90.0,3
8112,other,1600.0,3.0,90.0,3
8113,other,1200.0,4.0,135.0,4
8115,other,1500.0,3.0,115.0,3
8116,other,1824.0,3.0,125.0,3
8117,other,750.0,1.0,56.25,1
8124,other,6000.0,5.0,400.0,4
